0,ACE,antigen present,,filtered out
409,LRRC17,immunomodulators,TGFB_score_21050467,filtered out
410,DUT,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
411,APOE,immunomodulators,CSF1_response,filtered out
412,TOMM40,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
413,APOC1,immunomodulators,CSF1_response,filtered out
414,LSM4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
415,MPP1,immunomodulators,CSF1_response,filtered out
416,TUBG1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
417,SNRPA1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
418,JCHAIN,immunomodulators,LIexpression_score,filtered out
419,USPL1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
420,ALOX5AP,immunomodulators,CSF1_response,filtered out
421,RFC3,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
422,EPHB2,immunomodulators,TGFB_score_21050467,filtered out
423,GIMAP4,immunomodulators,CSF1_response,filtered out
424,AMPD3,immunomodulators,CSF1_response,filtered out
425,LOXL2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
426,WNT2B,immunomodulators,TGFB_score_21050467,filtered out
427,NOTCH2,immunomodulators,TGFB_score_21050467,filtered out
428,RSAD2,immunomodulators,Module3_IFN_score,filtered out
429,DOCK2,immunomodulators,CSF1_response,filtered out
430,RNF138,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
431,OASL,immunomodulators,Module3_IFN_score,filtered out
432,RGS8,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
433,NPL,immunomodulators,CSF1_response,filtered out
434,NUDT15,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
435,LCP1,immunomodulators,CSF1_response,filtered out
436,GPNMB,immunomodulators,CSF1_response,filtered out
437,RAC1,immunomodulators,TGFB_score_21050467,filtered out
438,BRIP1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
439,RTP4,immunomodulators,Module3_IFN_score,filtered out
440,ACTL6A,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
441,TRA2B,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
442,IMP4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
443,SMC2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
444,TLR2,immunomodulators,CSF1_response,filtered out
445,GGH,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
446,DDX60,immunomodulators,Module3_IFN_score,filtered out
447,CASP1,immunomodulators,CSF1_response,filtered out
448,CCBL2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
449,IFI44L,immunomodulators,Module3_IFN_score,filtered out
450,IFI44,immunomodulators,Module3_IFN_score,filtered out
451,CENPO,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
452,COX17,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
453,HERC6,immunomodulators,Module3_IFN_score,filtered out
454,HERC5,immunomodulators,Module3_IFN_score,filtered out
455,GSTCD,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
456,BRCA2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
457,TPM1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
458,ARRB2,immunomodulators,CSF1_response,filtered out
459,ARHGDIA,immunomodulators,TGFB_score_21050467,filtered out
460,IGFBP4,immunomodulators,TGFB_score_21050467,filtered out
461,COL6A1,immunomodulators,TGFB_score_21050467,filtered out
462,MYO1F,immunomodulators,CSF1_response,filtered out
463,EPHA2,immunomodulators,TGFB_score_21050467,filtered out
464,PLK4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
465,HSPG2,immunomodulators,TGFB_score_21050467,filtered out
466,CD53,immunomodulators,CSF1_response,filtered out
467,FCGR2A,immunomodulators,CSF1_response,filtered out
468,TPM3,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
469,RHOB,immunomodulators,TGFB_score_21050467,filtered out
470,TPRKB,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
471,COL8A1,immunomodulators,TGFB_score_21050467,filtered out
472,NCEH1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
473,LYAR,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
474,LHFPL2,immunomodulators,CSF1_response,filtered out
475,RMND5B,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
476,DYNLT1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
477,IGFBP3,immunomodulators,TGFB_score_21050467,filtered out
478,MSN,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
479,MRPS28,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
480,CEP78,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
481,TCF7L2,immunomodulators,TGFB_score_21050467,filtered out
482,PAK1,immunomodulators,TGFB_score_21050467,filtered out
483,CHEK1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
484,TAGLN,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
485,MMP3,immunomodulators,TGFB_score_21050467,filtered out
486,CCT5,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
487,IL18,immunomodulators,CSF1_response,filtered out
488,TEX30,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
489,FLI1,immunomodulators,CSF1_response,filtered out
490,CENPU,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
491,CENPJ,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
492,HAUS1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
493,MARVELD2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
494,PLOD2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
495,MERTK,immunomodulators,CSF1_response,filtered out
496,PITPNC1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
497,FAM167A,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
498,TCEB1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
499,ADAMTS1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
500,SAMSN1,immunomodulators,CSF1_response,filtered out
501,RHOC,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
502,SLC16A1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
503,SLC7A7,immunomodulators,CSF1_response,filtered out
504,VSIG4,immunomodulators,CSF1_response,filtered out
505,PDIA4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
506,SPAG17,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
507,DCK,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
508,MS4A1,cell type,LIexpression_score,filtered out
509,MMP14,immunomodulators,TGFB_score_21050467,filtered out
510,MX1,immunomodulators,Module3_IFN_score,filtered out
511,ZYX,immunomodulators,TGFB_score_21050467,filtered out
512,ITGB2,immune checkpoint,TGFB_score_21050467,filtered out
513,CD3G,cell type,LIexpression_score,filtered out
514,DVL3,immunomodulators,TGFB_score_21050467,filtered out
515,ITGA5,immunomodulators,TGFB_score_21050467,filtered out
516,POLR3K,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
517,LAPTM5,immunomodulators,CSF1_response,filtered out
518,NUP35,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
519,FBXO41,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
520,COL6A3,immunomodulators,TGFB_score_21050467,filtered out
521,MNDA,immunomodulators,CSF1_response,filtered out
522,IFI16,immunomodulators,CSF1_response,filtered out
523,RPN1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
524,H2AFZ,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
525,STK17A,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
526,COL1A2,immunomodulators,TGFB_score_21050467,filtered out
527,SYK,immunomodulators,CSF1_response,filtered out
528,TMEM130,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
529,CENPN,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
530,MCM7,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
531,SNRPD1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
532,CD3D,cell type,LIexpression_score,filtered out
533,C19orf48,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
534,CTNNB1,immunomodulators,TGFB_score_21050467,filtered out
535,COPS6,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
536,COL3A1,immunomodulators,TGFB_score_21050467,filtered out
537,IL7R,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
538,CXCL10,immune checkpoint,Module3_IFN_score,filtered out
539,PGM2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
540,RNASE6,immunomodulators,CSF1_response,filtered out
541,CD52,immunomodulators,CSF1_response,filtered out
542,STRA13,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
543,CD14,immunomodulators,LIexpression_score,filtered out
544,PA2G4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
545,CDCA4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
546,LSM3,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
547,HAS2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
548,C11orf24,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
549,JUNB,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
550,C3AR1,immunomodulators,CSF1_response,filtered out
551,PPIH,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
552,CD8B,cell type,LIexpression_score,filtered out
553,BSG,immunomodulators,TGFB_score_21050467,filtered out
554,COQ2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
555,JUP,immunomodulators,TGFB_score_21050467,filtered out
556,ZWILCH,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
557,MARCKSL1,immunomodulators,TGFB_score_21050467,filtered out
558,SH3BP5L,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
559,ARHGAP1,immunomodulators,TGFB_score_21050467,filtered out
560,APITD1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
561,NRIP3,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
562,RUVBL1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
563,DLEU1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
564,LMNB2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
565,WSB2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
566,FAM89B,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
567,RHOG,immunomodulators,TGFB_score_21050467,filtered out
568,CD19,cell type,LIexpression_score,filtered out
569,CD163,cell type,CSF1_response,filtered out
570,FARSA,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
571,HCLS1,immunomodulators,CSF1_response,filtered out
572,PAK2,immunomodulators,TGFB_score_21050467,filtered out
573,HMHA1,immunomodulators,CSF1_response,filtered out
574,RNF41,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
575,SNRPE,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
576,MRPS16,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
577,CSF1R,immunomodulators,CSF1_response,filtered out
578,EPHB3,immunomodulators,TGFB_score_21050467,filtered out
579,SKA2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
580,LCK,immunomodulators,LIexpression_score,filtered out
581,MTA1,immunomodulators,TGFB_score_21050467,filtered out
582,UQCR10,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
583,CMSS1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
584,EFNA5,immunomodulators,TGFB_score_21050467,filtered out
585,APOO,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
586,FMNL1,immunomodulators,CSF1_response,filtered out
587,MYBL1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
588,IFIT1,immunomodulators,Module3_IFN_score,filtered out
589,IKZF1,immunomodulators,CSF1_response,filtered out
590,EVI2B,immunomodulators,CSF1_response,filtered out
591,THBS2,immunomodulators,TGFB_score_21050467,filtered out
592,LILRB4,immunomodulators,CSF1_response,filtered out
593,FNBP1,immunomodulators,CSF1_response,filtered out
594,FPR3,immunomodulators,CSF1_response,filtered out
595,ISG15,immunomodulators,Module3_IFN_score,filtered out
596,EIF4EBP1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
597,SELL,immunomodulators,CSF1_response,filtered out
598,EPHB4,immunomodulators,TGFB_score_21050467,filtered out
599,IPO4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
600,MMP1,immunomodulators,TGFB_score_21050467,filtered out
601,DAPK1,immunomodulators,CSF1_response,filtered out
602,PDLIM7,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
603,IGF2R,immunomodulators,TGFB_score_21050467,filtered out
604,PLCG2,immunomodulators,CSF1_response,filtered out
605,HYLS1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
606,MT1F,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
607,TPM2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
608,WDHD1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
609,MMP17,immunomodulators,TGFB_score_21050467,filtered out
610,CD247,immunomodulators,LIexpression_score,filtered out
611,HMGN2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
612,UBE2J1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
613,CD3E,cell type,LIexpression_score,filtered out
614,FCGR3A,immunomodulators,CSF1_response,filtered out
615,CENPW,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
616,FAM216A,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
617,SAMD9,immunomodulators,Module3_IFN_score,filtered out
618,HN1L,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
619,HACD2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
620,IGLC1,immunomodulators,LIexpression_score,filtered out
621,IGHG3,immunomodulators,LIexpression_score,filtered out
622,VDAC1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
623,EMP2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
624,MYCBP,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
625,IFRD2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
626,CKLF,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
627,DHFR,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
628,LST1,immunomodulators,CSF1_response,filtered out
629,MCTS1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
630,LTB,immunomodulators,LIexpression_score,filtered out
631,RBM14,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
632,NME1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
633,LYN,immunomodulators,CSF1_response,filtered out
634,ITGB3,immunomodulators,TGFB_score_21050467,filtered out
635,SKA1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
636,MRPL12,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP,filtered out
637,CCL5,immune checkpoint,CSF1_response,filtered out
638,IFI27,immunomodulators,Module3_IFN_score,filtered out
639,LAIR1,immunomodulators,CSF1_response,filtered out
640,BLK,cell type,,filtered out
641,TNFRSF17,cell type,,filtered out
642,FCRL2,cell type,,filtered out
643,KIAA0125,cell type,,filtered out
644,PNOC,cell type,,filtered out
645,SPIB,cell type,,filtered out
646,TCL1A,cell type,,filtered out
647,CTSW,cell type,,filtered out
648,GNLY,cell type,,filtered out
649,GZMA,immune checkpoint,,filtered out
650,GZMB,cell type,,filtered out
651,GZMH,cell type,,filtered out
652,KLRB1,cell type,,filtered out
653,KLRD1,cell type,,filtered out
654,KLRK1,cell type,,filtered out
655,PRF1,immune checkpoint,,filtered out
656,NKG7,cell type,,filtered out
657,CCL13,cell type,,filtered out
658,HSD11B1,cell type,,filtered out
659,CD244,cell type,,filtered out
660,EOMES,cell type,,filtered out
661,PTGER4,cell type,,filtered out
662,MS4A4A,cell type,,filtered out
663,MS4A2,cell type,,filtered out
664,TPSAB1,cell type,,filtered out
665,CPA3,cell type,,filtered out
666,HDC,cell type,,filtered out
667,TPSB2,cell type,,filtered out
668,CSF3R,cell type,,filtered out
669,S100A12,cell type,,filtered out
670,CEACAM3,cell type,,filtered out
671,FCAR,cell type,,filtered out
672,FCGR3B,cell type,,filtered out
673,FPR1,cell type,,filtered out
674,SIGLEC5,cell type,,filtered out
675,IL21R,cell type,,filtered out
676,KIR2DL3,immune checkpoint,,filtered out
677,KIR3DL1,cell type,,filtered out
678,KIR3DL2,cell type,,filtered out
679,NCR1,cell type,,filtered out
680,XCL2,cell type,,filtered out
681,XCL1,cell type,,filtered out
682,CD6,cell type,,filtered out
683,SH2D1A,cell type,,filtered out
684,TRAT1,cell type,,filtered out
685,TBX21,cell type,,filtered out
686,FOXP3,cell type,,filtered out
687,ADORA2A,immune checkpoint,,filtered out
688,ARG1,immune checkpoint,,filtered out
689,BTLA,immune checkpoint,,filtered out
690,BTN3A1,immune checkpoint,,filtered out
691,BTN3A2,immune checkpoint,,filtered out
692,CD27,immune checkpoint,,filtered out
693,CD274,immune checkpoint,,filtered out
694,CD276,immune checkpoint,,filtered out
695,CD28,immune checkpoint,,filtered out
696,CD40,immune checkpoint,,filtered out
697,CD40LG,immune checkpoint,,filtered out
698,CD70,immune checkpoint,,filtered out
699,CD80,immune checkpoint,,filtered out
700,CTLA4,immune checkpoint,,filtered out
701,CX3CL1,immune checkpoint,,filtered out
702,CXCL9,immune checkpoint,,filtered out
703,EDNRB,immune checkpoint,,filtered out
704,ENTPD1,immune checkpoint,,filtered out
705,HAVCR2,immune checkpoint,,filtered out
706,HLA.A,antigen present,,filtered out
707,HLA.B,antigen present,,filtered out
708,HLA.C,antigen present,,filtered out
709,HMGB1,immune checkpoint,,filtered out
710,ICOS,immune checkpoint,,filtered out
711,ICOSLG,immune checkpoint,,filtered out
712,IDO1,immune checkpoint,,filtered out
713,IFNA1,immune checkpoint,,filtered out
714,IFNA2,immune checkpoint,,filtered out
715,IFNG,IFNG,,filtered out
716,IL10,immune checkpoint,,filtered out
717,IL12A,immune checkpoint,,filtered out
718,IL13,immune checkpoint,,filtered out
719,IL1A,immune checkpoint,,filtered out
720,IL1B,immune checkpoint,,filtered out
721,IL2,immune checkpoint,,filtered out
722,IL2RA,immune checkpoint,,filtered out
723,IL4,immune checkpoint,,filtered out
724,KIR2DL1,immune checkpoint,,filtered out
725,KIR2DL2,immune checkpoint,,filtered out
726,PDCD1,immune checkpoint,,filtered out
727,PDCD1LG2,immune checkpoint,,filtered out
728,SELP,immune checkpoint,,filtered out
729,SLAMF7,immune checkpoint,,filtered out
730,TGFB1,TGFbeta,,filtered out
731,TIGIT,immune checkpoint,,filtered out
732,TLR4,immune checkpoint,,filtered out
733,TNF,immune checkpoint,,filtered out
734,TNFRSF14,immune checkpoint,,filtered out
735,TNFRSF18,immune checkpoint,,filtered out
736,TNFRSF4,immune checkpoint,,filtered out
737,TNFRSF9,immune checkpoint,,filtered out
738,TNFSF4,immune checkpoint,,filtered out
739,TNFSF9,immune checkpoint,,filtered out
740,VEGFA,immune checkpoint,,filtered out
741,VEGFB,immune checkpoint,,filtered out
742,C10orf54,immune checkpoint,,filtered out
743,VTCN1,immune checkpoint,,filtered out
744,Proliferation,landscape components,,filtered out
745,Wound.Healing,landscape components,,filtered out
746,Macrophage.Regulation,landscape components,,filtered out
747,Lymphocyte.Infiltration.Signature.Score,landscape components,,filtered out
748,IFN.gamma.Response,landscape components,,filtered out
749,TGF.beta.Response,landscape components,,filtered out
750,IFNGR1,IFNG,,filtered out
751,IFNGR2,IFNG,,filtered out
752,JAK1,IFNG,,filtered out
753,JAK2,IFNG,,filtered out
754,APC,TGFbeta,,filtered out
755,CDH1,TGFbeta,,filtered out
756,CREBBP,TGFbeta,,filtered out
757,EP300,TGFbeta,,filtered out
758,MAP2K1,TGFbeta,,filtered out
759,MAP3K7,TGFbeta,,filtered out
760,MAPK3,TGFbeta,,filtered out
761,SKIL,TGFbeta,,filtered out
762,SMAD2,TGFbeta,,filtered out
763,SMAD3,TGFbeta,,filtered out
764,SMAD4,TGFbeta,,filtered out
765,SMAD7,TGFbeta,,filtered out
766,TAB1,TGFbeta,,filtered out
767,TGFB2,TGFbeta,,filtered out
768,TGFB3,TGFbeta,,filtered out
769,TGFBR1,TGFbeta,,filtered out
770,TGFBR2,TGFbeta,,filtered out
771,ZFYVE9,TGFbeta,,filtered out
772,B.cells.naive,immune infiltration,,filtered out
773,B.cells.memory,immune infiltration,,filtered out
774,Plasma.cells,immune infiltration,,filtered out
775,T.cells.CD8,immune infiltration,,filtered out
776,T.cells.CD4.naive,immune infiltration,,filtered out
777,T.cells.CD4.memory.resting,immune infiltration,,filtered out
778,T.cells.CD4.memory.activated,immune infiltration,,filtered out
779,T.cells.follicular.helper,immune infiltration,,filtered out
780,T.cells.regulatory..Tregs.,immune infiltration,,filtered out
781,T.cells.gamma.delta,immune infiltration,,filtered out
782,NK.cells.resting,immune infiltration,,filtered out
783,NK.cells.activated,immune infiltration,,filtered out
784,Monocytes,immune infiltration,,filtered out
785,Macrophages.M0,immune infiltration,,filtered out
786,Macrophages.M1,immune infiltration,,filtered out
787,Macrophages.M2,immune infiltration,,filtered out
788,Dendritic.cells.resting,immune infiltration,,filtered out
789,Dendritic.cells.activated,immune infiltration,,filtered out
790,Mast.cells.resting,immune infiltration,,filtered out
791,Mast.cells.activated,immune infiltration,,filtered out
792,Eosinophils,immune infiltration,,filtered out
793,Neutrophils,immune infiltration,,filtered out
